0x00000000219ab540356cbb839cbe05303d7705fa,0,24845887194325012575404192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,3481989851325207479891036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xbe0eb53f46cd790cd13851d5eff43d12404d33e8,0,1996008355768952436010380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xda9dfa130df4de4673b89022ee50ff26f6ea73cf,0,1690839970413565134022467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x40b38765696e3d5d8d9d834d8aad4bb6e418e489,0,1219000863187203568278315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xf977814e90da44bfa03b6295a0616a897441acec,0,1170353755384928734596109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x8315177ab297ba92a06054ce80a67ed4dbd7ed3a,0,1110746238606420282522857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x47ac0fb4f2d84898e4d9e7b4dab3c24507a6d503,0,584999063675366471057136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xe92d1a43df510f82c66382592a047d288f85226f,0,450118326382183663088772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xc61b9bb3a7a0767e3179713f3a5c7a9aedce193c,0,408033760463680861530138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x61edcdf5bb737adffe5043706e7c5bb1f1a56eea,0,399498964669043022339029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xdf9eb223bafbe5c5271415c75aecd68c21fe3d7f,0,393108932864487339452037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0716a17fbaee714f1e6ab0f9d59edbc5f09815c0,0,340037024336017987539780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xca8fa8f0b631ecdb18cda619c4fc9d197c8affca,0,325000481765758268096499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xde0b295669a9fd93d5f28d9ec85e40f4cb697bae,0,318272487891147019158735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
